state_id,aod550_lrt,cwv_cm_lrt,split,split_mode
95896f8457df5c1b,1.087557755162205,0.6887175996234911,train,ood_aod_cwv
3755ee737d242347,0.6133361730186471,1.4755379283552321,train,ood_aod_cwv
0f1c51a89be03c2d,0.764330509874627,2.145446265391948,train,ood_aod_cwv
114d5b66d286085c,0.561466700370811,1.796090496605224,train,ood_aod_cwv
c1f0d595aeabe7dd,0.278847365779322,2.301269463233999,val,ood_aod_cwv
56a8691042a173bc,0.919671500664556,5.221452290059018,test,ood_aod_cwv
9da7f87729830af6,0.813297250764436,3.856146361257448,train,ood_aod_cwv
f63f716ae1d9fec2,0.9331055628053421,4.466220023805028,val,ood_aod_cwv
e4ce63d10d868105,0.16997458500908902,4.449377798449118,train,ood_aod_cwv
a7ebd6715bb3033f,1.353065443154831,2.586853066133128,test,ood_aod_cwv
26e56fdc1d2d4394,0.9967758633196561,3.537877991526583,train,ood_aod_cwv
ec293857e7b38cb5,0.40968271205643203,5.568113164699066,test,ood_aod_cwv
97fa96eff6057691,0.132270620171896,2.232092585690928,train,ood_aod_cwv
b349f9551a114c1b,0.43142156216231103,2.043073837513095,train,ood_aod_cwv
c34f5d7441a0aff2,1.11037734833445,1.053725938192883,train,ood_aod_cwv
d29a77641fdd58bb,1.28707590931818,4.076327112613985,test,ood_aod_cwv
6ad930fd6c024397,0.9940289961822111,4.557978589355788,train,ood_aod_cwv
46ee593318f12178,0.43190153123330904,1.398069527874392,val,ood_aod_cwv
7a771ed7da93b69b,0.678012285774741,5.001046456141062,train,ood_aod_cwv
5a81e411600600b6,0.472687620571601,5.793637766569599,test,ood_aod_cwv
0c0e808ba6c4a214,0.6364172893527831,5.127726248619864,train,ood_aod_cwv
097cf2c1a3f7bdfe,0.6369444824466991,1.056345291389682,train,ood_aod_cwv
61095ea5d5b1c955,0.722481089743166,1.332116407114532,train,ood_aod_cwv
8707d8b07bb12c3e,1.393568857403074,5.129794667805293,test,ood_aod_cwv
11c4a4c424b1818f,0.103642095922405,3.639052682750874,train,ood_aod_cwv
